freq,age,unit,sex,geo,time,value
Annual,From 15 to 74 years,Percentage of total population,Total,France,2025,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2014,10.0
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2015,9.5
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2016,7.4
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2017,6.4
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2018,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2019,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2020,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2021,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2022,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2023,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2024,3.0
Annual,From 15 to 74 years,Percentage of total population,Total,Croatia,2025,2.9
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2014,7.1
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2015,6.7
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2016,6.6
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2017,6.4
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2018,6.1
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2019,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2020,5.2
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2021,5.3
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2022,4.6
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2023,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2024,3.8
Annual,From 15 to 74 years,Percentage of total population,Total,Italy,2025,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2014,11.0
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2015,10.0
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2016,8.6
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2017,7.4
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2018,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2019,4.9
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2020,5.2
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2021,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2022,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2023,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2024,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Cyprus,2025,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2014,7.2
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2015,6.7
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2016,6.6
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2017,6.0
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2018,5.2
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2019,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2020,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2021,5.1
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2022,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2023,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2024,4.8
Annual,From 15 to 74 years,Percentage of total population,Total,Latvia,2025,4.8
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2014,7.1
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2015,6.1
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2016,5.3
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2017,4.8
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2018,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2019,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2020,6.0
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2021,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2022,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2023,4.8
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2024,5.1
Annual,From 15 to 74 years,Percentage of total population,Total,Lithuania,2025,4.9
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2014,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2015,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2016,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2017,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2018,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2019,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2020,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2021,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2022,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2023,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2024,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Luxembourg,2025,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2014,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2015,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2016,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2017,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2018,2.3
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2019,2.1
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2020,2.7
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2021,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2022,2.4
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2023,2.8
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2024,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Hungary,2025,3.0
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2014,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2015,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2016,2.9
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2017,2.5
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2018,2.5
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2019,2.7
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2020,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2021,2.5
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2022,2.4
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2023,2.5
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2024,2.3
Annual,From 15 to 74 years,Percentage of total population,Total,Malta,2025,2.3
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2014,6.1
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2015,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2016,5.1
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2017,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2018,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2019,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2020,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2021,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2022,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2023,2.7
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2024,2.8
Annual,From 15 to 74 years,Percentage of total population,Total,Netherlands,2025,3.0
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2014,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2015,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2016,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2017,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2018,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2019,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2020,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2021,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2022,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2023,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2024,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Austria,2025,3.9
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2014,5.5
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2015,4.6
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2016,3.8
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2017,3.0
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2018,2.4
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2019,2.0
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2020,1.9
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2021,2.1
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2022,1.8
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2023,1.8
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2024,1.8
Annual,From 15 to 74 years,Percentage of total population,Total,Poland,2025,2.0
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2014,9.2
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2015,8.2
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2016,7.3
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2017,5.9
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2018,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2019,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2020,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2021,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2022,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2023,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2024,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Portugal,2025,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2014,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2015,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2016,3.8
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2017,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2018,2.9
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2019,2.7
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2020,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2021,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2022,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2023,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2024,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Romania,2025,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2014,6.1
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2015,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2016,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2017,4.2
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2018,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2019,2.9
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2020,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2021,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2022,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2023,2.4
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2024,2.4
Annual,From 15 to 74 years,Percentage of total population,Total,Slovenia,2025,2.5
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2014,8.5
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2015,7.5
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2016,6.4
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2017,5.4
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2018,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2019,3.8
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2020,4.4
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2021,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2022,4.1
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2023,3.9
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2024,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Slovakia,2025,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2014,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2015,6.1
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2016,5.8
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2017,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2018,4.9
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2019,4.5
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2020,5.1
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2021,5.2
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2022,4.6
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2023,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2024,5.8
Annual,From 15 to 74 years,Percentage of total population,Total,Finland,2025,6.7
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2014,5.8
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2015,5.4
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2016,5.1
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2017,4.9
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2018,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2019,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2020,6.2
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2021,6.6
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2022,5.6
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2023,5.8
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2024,6.3
Annual,From 15 to 74 years,Percentage of total population,Total,Sweden,2025,6.7
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2014,4.0
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2015,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2016,2.5
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2017,2.3
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2018,2.2
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2019,2.8
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2020,4.3
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2021,4.8
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2022,3.0
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2023,2.8
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2024,2.9
Annual,From 15 to 74 years,Percentage of total population,Total,Iceland,2025,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2014,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2015,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2016,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2017,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2018,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2019,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2020,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2021,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2022,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2023,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2024,
Annual,From 15 to 74 years,Percentage of total population,Total,Liechtenstein,2025,
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2014,2.7
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2015,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2016,3.5
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2017,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2018,2.8
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2019,2.8
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2020,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2021,3.2
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2022,2.4
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2023,2.6
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2024,2.9
Annual,From 15 to 74 years,Percentage of total population,Total,Norway,2025,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2014,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2015,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2016,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2017,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2018,3.6
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2019,3.4
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2020,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2021,3.8
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2022,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2023,3.1
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2024,3.3
Annual,From 15 to 74 years,Percentage of total population,Total,Switzerland,2025,3.7
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2014,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2015,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2016,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2017,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2018,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2019,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2020,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2021,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2022,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2023,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2024,
Annual,From 15 to 74 years,Percentage of total population,Total,United Kingdom,2025,
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2014,10.1
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2015,10.1
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2016,10.3
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2017,9.4
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2018,9.1
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2019,9.3
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2020,10.2
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2021,
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2022,
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2023,
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2024,
Annual,From 15 to 74 years,Percentage of total population,Total,Montenegro,2025,
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2014,16.6
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2015,15.3
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2016,13.8
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2017,13.1
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2018,12.2
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2019,10.2
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2020,9.6
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2021,9.0
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2022,8.3
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2023,7.4
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2024,7.0
Annual,From 15 to 74 years,Percentage of total population,Total,North Macedonia,2025,6.6
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2014,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2015,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2016,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2017,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2018,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2019,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2020,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2021,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2022,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2023,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2024,
Annual,From 15 to 74 years,Percentage of total population,Total,Albania,2025,
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2014,11.5
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2015,10.5
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2016,9.4
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2017,8.4
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2018,8.0
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2019,6.5
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2020,5.5
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2021,6.6
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2022,5.7
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2023,5.8
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2024,5.4
Annual,From 15 to 74 years,Percentage of total population,Total,Serbia,2025,5.4
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2014,5.2
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2015,5.5
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2016,5.9
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2017,6.0
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2018,6.1
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2019,7.6
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2020,6.8
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2021,6.4
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2022,5.8
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2023,5.3
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2024,5.0
Annual,From 15 to 74 years,Percentage of total population,Total,Türkiye,2025,4.7
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2014,
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2015,
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2016,
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2017,
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2018,
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2019,
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2020,
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2021,9.0
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2022,7.9
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2023,6.8
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2024,6.7
Annual,From 15 to 74 years,Percentage of total population,Total,Bosnia and Herzegovina,2025,6.6
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2014,22917.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2015,21226.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2016,19407.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2017,17409.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2018,15602.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2019,14460.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2020,15135.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2021,14987.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2022,13318.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2023,13185.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2024,13097.0
Annual,From 15 to 74 years,Thousand persons,Total,European Union - 27 countries (from 2020),2025,13320.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2014,19379.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2015,18091.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2016,16770.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2017,15183.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2018,13721.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2019,12697.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2020,13116.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2021,12937.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2022,11491.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2023,11291.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2024,11093.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 21 countries (from 2026),2025,11175.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2014,18963.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2015,17753.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2016,16490.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2017,14943.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2018,13514.0
Annual,From 15 to 74 years,Thousand persons,Total,Euro area – 20 countries (2023-2025),2019,12532.0
