rskpovth,age,sex,geo,year,overburden_rate
Above 60%,Total,Total,Sweden,2007,3.3
Above 60%,Total,Total,Sweden,2008,3.6
Above 60%,Total,Total,Sweden,2009,3.9
Above 60%,Total,Total,Sweden,2010,1.9
Above 60%,Total,Total,Sweden,2011,2.8
Above 60%,Total,Total,Sweden,2012,2.7
Above 60%,Total,Total,Sweden,2013,3.0
Above 60%,Total,Total,Sweden,2014,2.5
Above 60%,Total,Total,Sweden,2015,2.6
Above 60%,Total,Total,Sweden,2016,2.6
Above 60%,Total,Total,Sweden,2017,2.7
Above 60%,Total,Total,Sweden,2018,2.6
Above 60%,Total,Total,Sweden,2019,2.8
Above 60%,Total,Total,Sweden,2020,2.5
Above 60%,Total,Total,Sweden,2021,2.5
Above 60%,Total,Total,Sweden,2022,2.7
Above 60%,Total,Total,Sweden,2023,4.0
Above 60%,Total,Total,Sweden,2024,4.3
Above 60%,Total,Total,Sweden,2025,4.2
Above 60%,Total,Total,Iceland,2004,6.8
Above 60%,Total,Total,Iceland,2005,9.3
Above 60%,Total,Total,Iceland,2006,11.3
Above 60%,Total,Total,Iceland,2007,7.6
Above 60%,Total,Total,Iceland,2008,9.2
Above 60%,Total,Total,Iceland,2009,6.7
Above 60%,Total,Total,Iceland,2010,6.2
Above 60%,Total,Total,Iceland,2011,7.3
Above 60%,Total,Total,Iceland,2012,5.7
Above 60%,Total,Total,Iceland,2013,5.4
Above 60%,Total,Total,Iceland,2014,5.4
Above 60%,Total,Total,Iceland,2015,4.7
Above 60%,Total,Total,Iceland,2016,3.9
Above 60%,Total,Total,Iceland,2017,4.8
Above 60%,Total,Total,Iceland,2018,6.5
Above 60%,Total,Total,Iceland,2019,8.8
Above 60%,Total,Total,Iceland,2020,9.2
Above 60%,Total,Total,Norway,2004,4.7
Above 60%,Total,Total,Norway,2005,3.4
Above 60%,Total,Total,Norway,2006,5.8
Above 60%,Total,Total,Norway,2007,8.0
Above 60%,Total,Total,Norway,2008,8.0
Above 60%,Total,Total,Norway,2009,6.8
Above 60%,Total,Total,Norway,2010,4.9
Above 60%,Total,Total,Norway,2011,5.9
Above 60%,Total,Total,Norway,2012,6.0
Above 60%,Total,Total,Norway,2013,5.5
Above 60%,Total,Total,Norway,2014,4.1
Above 60%,Total,Total,Norway,2015,4.8
Above 60%,Total,Total,Norway,2016,5.0
Above 60%,Total,Total,Norway,2017,4.8
Above 60%,Total,Total,Norway,2018,4.8
Above 60%,Total,Total,Norway,2019,5.3
Above 60%,Total,Total,Norway,2020,4.2
Above 60%,Total,Total,Norway,2021,6.5
Above 60%,Total,Total,Norway,2022,7.4
Above 60%,Total,Total,Norway,2023,9.2
Above 60%,Total,Total,Norway,2024,10.6
Above 60%,Total,Total,Norway,2025,9.6
Above 60%,Total,Total,Switzerland,2009,6.1
Above 60%,Total,Total,Switzerland,2010,7.3
Above 60%,Total,Total,Switzerland,2011,6.2
Above 60%,Total,Total,Switzerland,2012,4.8
Above 60%,Total,Total,Switzerland,2013,5.0
Above 60%,Total,Total,Switzerland,2014,6.0
Above 60%,Total,Total,Switzerland,2015,5.8
Above 60%,Total,Total,Switzerland,2016,6.4
Above 60%,Total,Total,Switzerland,2017,5.7
Above 60%,Total,Total,Switzerland,2018,6.7
Above 60%,Total,Total,Switzerland,2019,6.3
Above 60%,Total,Total,Switzerland,2020,6.6
Above 60%,Total,Total,Switzerland,2021,7.4
Above 60%,Total,Total,Switzerland,2022,6.3
Above 60%,Total,Total,Switzerland,2023,6.6
Above 60%,Total,Total,Switzerland,2024,7.4
Above 60%,Total,Total,United Kingdom,2005,7.7
Above 60%,Total,Total,United Kingdom,2006,9.4
Above 60%,Total,Total,United Kingdom,2007,9.7
Above 60%,Total,Total,United Kingdom,2008,9.3
Above 60%,Total,Total,United Kingdom,2009,8.5
Above 60%,Total,Total,United Kingdom,2010,8.8
Above 60%,Total,Total,United Kingdom,2011,9.5
Above 60%,Total,Total,United Kingdom,2012,3.7
Above 60%,Total,Total,United Kingdom,2013,4.3
Above 60%,Total,Total,United Kingdom,2014,6.7
Above 60%,Total,Total,United Kingdom,2015,6.9
Above 60%,Total,Total,United Kingdom,2016,6.6
Above 60%,Total,Total,United Kingdom,2017,6.9
Above 60%,Total,Total,United Kingdom,2018,7.4
Above 60%,Total,Total,Montenegro,2013,11.9
Above 60%,Total,Total,Montenegro,2014,9.0
Above 60%,Total,Total,Montenegro,2015,8.0
Above 60%,Total,Total,Montenegro,2016,7.5
Above 60%,Total,Total,Montenegro,2017,7.3
Above 60%,Total,Total,Montenegro,2018,5.7
Above 60%,Total,Total,Montenegro,2019,4.4
Above 60%,Total,Total,Montenegro,2020,3.7
Above 60%,Total,Total,Montenegro,2021,3.6
Above 60%,Total,Total,Montenegro,2022,2.5
Above 60%,Total,Total,Montenegro,2023,2.1
Above 60%,Total,Total,North Macedonia,2011,5.6
Above 60%,Total,Total,North Macedonia,2012,5.2
Above 60%,Total,Total,North Macedonia,2013,4.8
Above 60%,Total,Total,North Macedonia,2014,4.3
Above 60%,Total,Total,North Macedonia,2015,2.9
Above 60%,Total,Total,North Macedonia,2016,2.0
Above 60%,Total,Total,North Macedonia,2017,1.8
Above 60%,Total,Total,North Macedonia,2018,1.1
Above 60%,Total,Total,North Macedonia,2019,2.4
Above 60%,Total,Total,North Macedonia,2020,1.5
Above 60%,Total,Total,North Macedonia,2021,0.8
Above 60%,Total,Total,North Macedonia,2022,1.7
Above 60%,Total,Total,North Macedonia,2023,1.2
Above 60%,Total,Total,North Macedonia,2024,0.3
Above 60%,Total,Total,Albania,2017,2.4
Above 60%,Total,Total,Albania,2018,1.1
Above 60%,Total,Total,Albania,2019,1.2
Above 60%,Total,Total,Albania,2020,1.0
Above 60%,Total,Total,Albania,2021,1.1
Above 60%,Total,Total,Albania,2022,0.9
Above 60%,Total,Total,Albania,2023,0.9
Above 60%,Total,Total,Serbia,2013,14.5
Above 60%,Total,Total,Serbia,2014,16.3
Above 60%,Total,Total,Serbia,2015,16.6
Above 60%,Total,Total,Serbia,2016,15.7
Above 60%,Total,Total,Serbia,2017,16.6
Above 60%,Total,Total,Serbia,2018,15.5
Above 60%,Total,Total,Serbia,2019,10.6
Above 60%,Total,Total,Serbia,2020,7.8
Above 60%,Total,Total,Serbia,2021,6.4
Above 60%,Total,Total,Serbia,2022,5.8
Above 60%,Total,Total,Serbia,2023,5.0
Above 60%,Total,Total,Serbia,2024,2.8
Above 60%,Total,Total,Serbia,2025,1.4
Above 60%,Total,Total,Türkiye,2006,9.0
Above 60%,Total,Total,Türkiye,2007,6.6
Above 60%,Total,Total,Türkiye,2008,8.4
Above 60%,Total,Total,Türkiye,2009,8.5
Above 60%,Total,Total,Türkiye,2010,8.4
Above 60%,Total,Total,Türkiye,2011,8.1
Above 60%,Total,Total,Türkiye,2012,7.6
Above 60%,Total,Total,Türkiye,2013,9.1
Above 60%,Total,Total,Türkiye,2014,7.4
Above 60%,Total,Total,Türkiye,2015,7.6
Above 60%,Total,Total,Türkiye,2016,7.1
Above 60%,Total,Total,Türkiye,2017,6.7
Above 60%,Total,Total,Türkiye,2018,6.9
Above 60%,Total,Total,Türkiye,2019,6.7
Above 60%,Total,Total,Türkiye,2020,6.2
Above 60%,Total,Total,Türkiye,2021,7.4
Above 60%,Total,Total,Türkiye,2022,7.5
Above 60%,Total,Total,Türkiye,2023,10.9
Above 60%,Total,Total,Türkiye,2024,11.5
Above 60%,Total,Total,Türkiye,2025,7.5
Above 60%,Total,Total,Kosovo*,2018,0.4
Below 60%,Total,Total,Belgium,2004,49.9
Below 60%,Total,Total,Belgium,2005,31.6
Below 60%,Total,Total,Belgium,2006,42.1
Below 60%,Total,Total,Belgium,2007,38.9
Below 60%,Total,Total,Belgium,2008,44.0
Below 60%,Total,Total,Belgium,2009,37.1
Below 60%,Total,Total,Belgium,2010,37.9
Below 60%,Total,Total,Belgium,2011,42.7
Below 60%,Total,Total,Belgium,2012,44.0
Below 60%,Total,Total,Belgium,2013,39.0
Below 60%,Total,Total,Belgium,2014,42.6
Below 60%,Total,Total,Belgium,2015,37.6
Below 60%,Total,Total,Belgium,2016,38.7
Below 60%,Total,Total,Belgium,2017,35.5
Below 60%,Total,Total,Belgium,2018,36.5
Below 60%,Total,Total,Belgium,2019,32.7
Below 60%,Total,Total,Belgium,2020,33.9
Below 60%,Total,Total,Belgium,2021,33.3
Below 60%,Total,Total,Belgium,2022,31.6
Below 60%,Total,Total,Belgium,2023,33.3
Below 60%,Total,Total,Belgium,2024,33.3
Below 60%,Total,Total,Belgium,2025,31.3
Below 60%,Total,Total,Bulgaria,2006,49.4
Below 60%,Total,Total,Bulgaria,2007,56.7
Below 60%,Total,Total,Bulgaria,2008,32.9
Below 60%,Total,Total,Bulgaria,2009,23.8
Below 60%,Total,Total,Bulgaria,2010,20.2
Below 60%,Total,Total,Bulgaria,2011,25.8
Below 60%,Total,Total,Bulgaria,2012,46.0
Below 60%,Total,Total,Bulgaria,2013,38.5
Below 60%,Total,Total,Bulgaria,2014,40.4
Below 60%,Total,Total,Bulgaria,2015,44.6
Below 60%,Total,Total,Bulgaria,2016,55.3
Below 60%,Total,Total,Bulgaria,2017,50.1
Below 60%,Total,Total,Bulgaria,2018,50.6
Below 60%,Total,Total,Bulgaria,2019,48.1
Below 60%,Total,Total,Bulgaria,2020,41.7
Below 60%,Total,Total,Bulgaria,2021,37.2
Below 60%,Total,Total,Bulgaria,2022,50.1
Below 60%,Total,Total,Bulgaria,2023,39.3
Below 60%,Total,Total,Bulgaria,2024,29.4
Below 60%,Total,Total,Bulgaria,2025,27.0
Below 60%,Total,Total,Czechia,2005,37.6
Below 60%,Total,Total,Czechia,2006,38.3
Below 60%,Total,Total,Czechia,2007,38.8
Below 60%,Total,Total,Czechia,2008,47.5
Below 60%,Total,Total,Czechia,2009,43.0
Below 60%,Total,Total,Czechia,2010,49.4
Below 60%,Total,Total,Czechia,2011,42.3
Below 60%,Total,Total,Czechia,2012,46.3
Below 60%,Total,Total,Czechia,2013,51.6
Below 60%,Total,Total,Czechia,2014,44.1
Below 60%,Total,Total,Czechia,2015,48.0
Below 60%,Total,Total,Czechia,2016,45.4
Below 60%,Total,Total,Czechia,2017,44.2
Below 60%,Total,Total,Czechia,2018,41.9
Below 60%,Total,Total,Czechia,2019,37.9
Below 60%,Total,Total,Czechia,2020,38.9
Below 60%,Total,Total,Czechia,2021,38.2
Below 60%,Total,Total,Czechia,2022,36.3
Below 60%,Total,Total,Czechia,2023,47.4
Below 60%,Total,Total,Czechia,2024,47.4
Below 60%,Total,Total,Czechia,2025,43.4
Below 60%,Total,Total,Denmark,2005,58.5
Below 60%,Total,Total,Denmark,2006,66.4
Below 60%,Total,Total,Denmark,2007,58.0
Below 60%,Total,Total,Denmark,2008,60.7
Below 60%,Total,Total,Denmark,2009,70.5
Below 60%,Total,Total,Denmark,2010,71.1
Below 60%,Total,Total,Denmark,2011,71.0
Below 60%,Total,Total,Denmark,2012,69.4
Below 60%,Total,Total,Denmark,2013,75.2
Below 60%,Total,Total,Denmark,2014,68.1
Below 60%,Total,Total,Denmark,2015,66.8
Below 60%,Total,Total,Denmark,2016,74.2
Below 60%,Total,Total,Denmark,2017,75.4
Below 60%,Total,Total,Denmark,2018,69.7
Below 60%,Total,Total,Denmark,2019,74.1
Below 60%,Total,Total,Denmark,2020,70.2
Below 60%,Total,Total,Denmark,2021,72.1
Below 60%,Total,Total,Denmark,2022,70.7
Below 60%,Total,Total,Denmark,2023,72.3
Below 60%,Total,Total,Denmark,2024,65.6
Below 60%,Total,Total,Denmark,2025,69.5
Below 60%,Total,Total,Germany,2010,42.2
Below 60%,Total,Total,Germany,2011,46.3
Below 60%,Total,Total,Germany,2012,51.7
Below 60%,Total,Total,Germany,2013,49.2
Below 60%,Total,Total,Germany,2014,54.4
Below 60%,Total,Total,Germany,2015,51.9
Below 60%,Total,Total,Germany,2016,50.3
Below 60%,Total,Total,Germany,2017,48.5
Below 60%,Total,Total,Germany,2018,49.5
Below 60%,Total,Total,Germany,2019,48.3
Below 60%,Total,Total,Germany,2020,39.4
Below 60%,Total,Total,Germany,2021,41.7
Below 60%,Total,Total,Germany,2022,41.3
Below 60%,Total,Total,Germany,2023,43.2
Below 60%,Total,Total,Germany,2024,37.5
Below 60%,Total,Total,Germany,2025,35.0
Below 60%,Total,Total,Estonia,2005,31.3
Below 60%,Total,Total,Estonia,2006,28.8
Below 60%,Total,Total,Estonia,2007,19.0
Below 60%,Total,Total,Estonia,2008,13.1
Below 60%,Total,Total,Estonia,2009,14.7
Below 60%,Total,Total,Estonia,2010,26.2
Below 60%,Total,Total,Estonia,2011,29.5
Below 60%,Total,Total,Estonia,2012,32.4
Below 60%,Total,Total,Estonia,2013,29.3
Below 60%,Total,Total,Estonia,2014,30.8
Below 60%,Total,Total,Estonia,2015,25.8
Below 60%,Total,Total,Estonia,2016,19.3
Below 60%,Total,Total,Estonia,2017,18.4
Below 60%,Total,Total,Estonia,2018,16.1
Below 60%,Total,Total,Estonia,2019,16.2
Below 60%,Total,Total,Estonia,2020,16.9
Below 60%,Total,Total,Estonia,2021,18.7
Below 60%,Total,Total,Estonia,2022,17.1
Below 60%,Total,Total,Estonia,2023,27.8
Below 60%,Total,Total,Estonia,2024,29.6
Below 60%,Total,Total,Estonia,2025,33.3
Below 60%,Total,Total,Ireland,2003,26.3
Below 60%,Total,Total,Ireland,2004,7.1
Below 60%,Total,Total,Ireland,2005,9.5
Below 60%,Total,Total,Ireland,2006,8.0
Below 60%,Total,Total,Ireland,2007,12.3
Below 60%,Total,Total,Ireland,2008,12.2
Below 60%,Total,Total,Ireland,2009,17.3
Below 60%,Total,Total,Ireland,2010,23.1
Below 60%,Total,Total,Ireland,2011,27.3
Below 60%,Total,Total,Ireland,2012,28.3
Below 60%,Total,Total,Ireland,2013,21.0
Below 60%,Total,Total,Ireland,2014,26.7
Below 60%,Total,Total,Ireland,2015,18.3
Below 60%,Total,Total,Ireland,2016,18.6
Below 60%,Total,Total,Ireland,2017,19.9
Below 60%,Total,Total,Ireland,2018,14.6
Below 60%,Total,Total,Ireland,2019,22.6
Below 60%,Total,Total,Ireland,2020,18.1
Below 60%,Total,Total,Ireland,2021,9.1
Below 60%,Total,Total,Ireland,2022,15.9
Below 60%,Total,Total,Ireland,2023,20.6
Below 60%,Total,Total,Ireland,2024,17.0
Below 60%,Total,Total,Ireland,2025,17.1
Below 60%,Total,Total,Greece,2004,71.1
Below 60%,Total,Total,Greece,2005,65.9
Below 60%,Total,Total,Greece,2006,68.5
Below 60%,Total,Total,Greece,2007,65.4
Below 60%,Total,Total,Greece,2008,65.6
Below 60%,Total,Total,Greece,2009,67.1
Below 60%,Total,Total,Greece,2010,67.7
Below 60%,Total,Total,Greece,2011,78.8
Below 60%,Total,Total,Greece,2012,90.5
Below 60%,Total,Total,Greece,2013,93.1
Below 60%,Total,Total,Greece,2014,93.3
Below 60%,Total,Total,Greece,2015,94.0
Below 60%,Total,Total,Greece,2016,91.9
Below 60%,Total,Total,Greece,2017,89.7
Below 60%,Total,Total,Greece,2018,90.7
Below 60%,Total,Total,Greece,2019,88.2
Below 60%,Total,Total,Greece,2020,83.4
Below 60%,Total,Total,Greece,2021,76.7
Below 60%,Total,Total,Greece,2022,84.5
Below 60%,Total,Total,Greece,2023,86.3
Below 60%,Total,Total,Greece,2024,88.9
Below 60%,Total,Total,Greece,2025,82.6
Below 60%,Total,Total,Spain,2004,16.6
Below 60%,Total,Total,Spain,2005,16.6
Below 60%,Total,Total,Spain,2006,25.1
Below 60%,Total,Total,Spain,2007,26.8
Below 60%,Total,Total,Spain,2008,32.1
Below 60%,Total,Total,Spain,2009,35.2
Below 60%,Total,Total,Spain,2010,35.2
Below 60%,Total,Total,Spain,2011,35.8
Below 60%,Total,Total,Spain,2012,40.0
Below 60%,Total,Total,Spain,2013,38.3
Below 60%,Total,Total,Spain,2014,39.6
Below 60%,Total,Total,Spain,2015,38.1
Below 60%,Total,Total,Spain,2016,36.4
Below 60%,Total,Total,Spain,2017,36.5
Below 60%,Total,Total,Spain,2018,32.9
Below 60%,Total,Total,Spain,2019,31.8
Below 60%,Total,Total,Spain,2020,30.6
Below 60%,Total,Total,Spain,2021,36.2
Below 60%,Total,Total,Spain,2022,35.8
Below 60%,Total,Total,Spain,2023,31.7
Below 60%,Total,Total,Spain,2024,29.9
Below 60%,Total,Total,Spain,2025,28.3
Below 60%,Total,Total,France,2004,18.0
Below 60%,Total,Total,France,2005,16.1
Below 60%,Total,Total,France,2006,21.8
Below 60%,Total,Total,France,2007,18.3
Below 60%,Total,Total,France,2008,15.6
Below 60%,Total,Total,France,2009,14.9
Below 60%,Total,Total,France,2010,22.1
Below 60%,Total,Total,France,2011,22.2
Below 60%,Total,Total,France,2012,22.2
Below 60%,Total,Total,France,2013,23.1
Below 60%,Total,Total,France,2014,20.9
Below 60%,Total,Total,France,2015,21.5
Below 60%,Total,Total,France,2016,22.3
Below 60%,Total,Total,France,2017,20.2
Below 60%,Total,Total,France,2018,20.3
Below 60%,Total,Total,France,2019,22.8
Below 60%,Total,Total,France,2020,24.6
Below 60%,Total,Total,France,2022,25.2
Below 60%,Total,Total,France,2023,27.9
Below 60%,Total,Total,France,2024,27.9
Below 60%,Total,Total,France,2025,25.4
Below 60%,Total,Total,Croatia,2010,48.4
Below 60%,Total,Total,Croatia,2011,31.2
Below 60%,Total,Total,Croatia,2012,28.5
Below 60%,Total,Total,Croatia,2013,34.8
Below 60%,Total,Total,Croatia,2014,30.0
Below 60%,Total,Total,Croatia,2015,31.1
Below 60%,Total,Total,Croatia,2016,29.4
Below 60%,Total,Total,Croatia,2017,26.2
Below 60%,Total,Total,Croatia,2018,24.4
Below 60%,Total,Total,Croatia,2019,23.3
Below 60%,Total,Total,Croatia,2020,20.5
Below 60%,Total,Total,Croatia,2021,21.5
Below 60%,Total,Total,Croatia,2022,19.4
Below 60%,Total,Total,Croatia,2023,19.4
Below 60%,Total,Total,Croatia,2024,16.8
Below 60%,Total,Total,Croatia,2025,14.9
Below 60%,Total,Total,Italy,2004,37.5
Below 60%,Total,Total,Italy,2005,38.3
Below 60%,Total,Total,Italy,2006,37.1
Below 60%,Total,Total,Italy,2007,26.2
Below 60%,Total,Total,Italy,2008,27.4
Below 60%,Total,Total,Italy,2009,27.6
Below 60%,Total,Total,Italy,2010,29.7
Below 60%,Total,Total,Italy,2011,31.9
Below 60%,Total,Total,Italy,2012,30.1
Below 60%,Total,Total,Italy,2013,32.2
Below 60%,Total,Total,Italy,2014,31.9
Below 60%,Total,Total,Italy,2015,32.9
Below 60%,Total,Total,Italy,2016,35.8
Below 60%,Total,Total,Italy,2017,32.9
Below 60%,Total,Total,Italy,2018,32.9
Below 60%,Total,Total,Italy,2019,34.8
Below 60%,Total,Total,Italy,2020,28.6
Below 60%,Total,Total,Italy,2021,28.6
Below 60%,Total,Total,Italy,2022,24.0
Below 60%,Total,Total,Italy,2023,22.2
Below 60%,Total,Total,Italy,2024,21.8
Below 60%,Total,Total,Italy,2025,21.7
Below 60%,Total,Total,Cyprus,2005,26.0
Below 60%,Total,Total,Cyprus,2006,11.8
Below 60%,Total,Total,Cyprus,2007,7.3
Below 60%,Total,Total,Cyprus,2008,6.0
Below 60%,Total,Total,Cyprus,2009,9.7
Below 60%,Total,Total,Cyprus,2010,10.9
Below 60%,Total,Total,Cyprus,2011,10.5
Below 60%,Total,Total,Cyprus,2012,12.9
Below 60%,Total,Total,Cyprus,2013,11.5
Below 60%,Total,Total,Cyprus,2014,14.4
Below 60%,Total,Total,Cyprus,2015,13.1
Below 60%,Total,Total,Cyprus,2016,12.6
Below 60%,Total,Total,Cyprus,2017,10.3
Below 60%,Total,Total,Cyprus,2018,6.6
Below 60%,Total,Total,Cyprus,2019,10.0
Below 60%,Total,Total,Cyprus,2020,6.8
Below 60%,Total,Total,Cyprus,2021,9.0
Below 60%,Total,Total,Cyprus,2022,10.7
Below 60%,Total,Total,Cyprus,2023,7.9
Below 60%,Total,Total,Cyprus,2024,9.2
Below 60%,Total,Total,Cyprus,2025,7.6
Below 60%,Total,Total,Latvia,2005,40.6
Below 60%,Total,Total,Latvia,2006,33.4
Below 60%,Total,Total,Latvia,2007,31.7
Below 60%,Total,Total,Latvia,2008,27.1
Below 60%,Total,Total,Latvia,2009,28.5
Below 60%,Total,Total,Latvia,2010,31.9
Below 60%,Total,Total,Latvia,2011,37.9
Below 60%,Total,Total,Latvia,2012,35.9
Below 60%,Total,Total,Latvia,2013,38.2
Below 60%,Total,Total,Latvia,2014,32.5
Below 60%,Total,Total,Latvia,2015,25.9
Below 60%,Total,Total,Latvia,2016,25.2
Below 60%,Total,Total,Latvia,2017,25.6
Below 60%,Total,Total,Latvia,2018,23.0
Below 60%,Total,Total,Latvia,2019,19.4
Below 60%,Total,Total,Latvia,2020,17.4
Below 60%,Total,Total,Latvia,2021,17.4
Below 60%,Total,Total,Latvia,2022,20.4
Below 60%,Total,Total,Latvia,2023,25.9
Below 60%,Total,Total,Latvia,2024,25.7
Below 60%,Total,Total,Latvia,2025,22.3
Below 60%,Total,Total,Lithuania,2005,30.3
Below 60%,Total,Total,Lithuania,2006,25.2
Below 60%,Total,Total,Lithuania,2007,20.1
Below 60%,Total,Total,Lithuania,2008,20.1
Below 60%,Total,Total,Lithuania,2009,20.3
Below 60%,Total,Total,Lithuania,2010,38.5
Below 60%,Total,Total,Lithuania,2011,38.0
Below 60%,Total,Total,Lithuania,2012,33.1
Below 60%,Total,Total,Lithuania,2013,28.8
Below 60%,Total,Total,Lithuania,2014,27.4
Below 60%,Total,Total,Lithuania,2015,32.2
Below 60%,Total,Total,Lithuania,2016,29.6
Below 60%,Total,Total,Lithuania,2017,26.8
Below 60%,Total,Total,Lithuania,2018,22.3
Below 60%,Total,Total,Lithuania,2019,19.8
Below 60%,Total,Total,Lithuania,2020,11.6
Below 60%,Total,Total,Lithuania,2021,12.9
Below 60%,Total,Total,Lithuania,2022,14.2
Below 60%,Total,Total,Lithuania,2023,20.8
Below 60%,Total,Total,Lithuania,2024,22.5
Below 60%,Total,Total,Lithuania,2025,20.2
Below 60%,Total,Total,Luxembourg,2003,21.5
Below 60%,Total,Total,Luxembourg,2004,26.2
Below 60%,Total,Total,Luxembourg,2005,21.2
Below 60%,Total,Total,Luxembourg,2006,27.1
Below 60%,Total,Total,Luxembourg,2007,23.0
Below 60%,Total,Total,Luxembourg,2008,20.7
Below 60%,Total,Total,Luxembourg,2009,19.2
Below 60%,Total,Total,Luxembourg,2010,24.4
Below 60%,Total,Total,Luxembourg,2011,23.6
Below 60%,Total,Total,Luxembourg,2012,23.9
Below 60%,Total,Total,Luxembourg,2013,25.9
Below 60%,Total,Total,Luxembourg,2014,30.9
Below 60%,Total,Total,Luxembourg,2015,27.9
Below 60%,Total,Total,Luxembourg,2016,29.7
Below 60%,Total,Total,Luxembourg,2017,31.8
Below 60%,Total,Total,Luxembourg,2018,40.5
Below 60%,Total,Total,Luxembourg,2019,37.7
Below 60%,Total,Total,Luxembourg,2020,34.3
Below 60%,Total,Total,Luxembourg,2021,16.8
Below 60%,Total,Total,Luxembourg,2022,30.6
Below 60%,Total,Total,Luxembourg,2023,41.2
Below 60%,Total,Total,Luxembourg,2024,29.0
Below 60%,Total,Total,Luxembourg,2025,30.4
Below 60%,Total,Total,Hungary,2005,46.2
Below 60%,Total,Total,Hungary,2006,39.8
Below 60%,Total,Total,Hungary,2007,39.0
Below 60%,Total,Total,Hungary,2008,42.5
Below 60%,Total,Total,Hungary,2009,36.0
Below 60%,Total,Total,Hungary,2010,36.7
Below 60%,Total,Total,Hungary,2011,40.6
Below 60%,Total,Total,Hungary,2012,38.8
Below 60%,Total,Total,Hungary,2013,40.7
Below 60%,Total,Total,Hungary,2014,38.4
Below 60%,Total,Total,Hungary,2015,31.5
Below 60%,Total,Total,Hungary,2016,32.9
Below 60%,Total,Total,Hungary,2017,49.4
Below 60%,Total,Total,Hungary,2018,46.4
Below 60%,Total,Total,Hungary,2019,17.8
Below 60%,Total,Total,Hungary,2020,9.8
Below 60%,Total,Total,Hungary,2021,13.4
Below 60%,Total,Total,Hungary,2022,34.0
Below 60%,Total,Total,Hungary,2023,28.3
Below 60%,Total,Total,Hungary,2024,34.2
Below 60%,Total,Total,Hungary,2025,21.2
Below 60%,Total,Total,Malta,2005,6.5
Below 60%,Total,Total,Malta,2006,9.5
Below 60%,Total,Total,Malta,2007,10.2
Below 60%,Total,Total,Malta,2008,12.4
Below 60%,Total,Total,Malta,2009,10.6
Below 60%,Total,Total,Malta,2010,13.3
Below 60%,Total,Total,Malta,2011,11.6
Below 60%,Total,Total,Malta,2012,11.9
Below 60%,Total,Total,Malta,2013,11.2
Below 60%,Total,Total,Malta,2014,5.8
Below 60%,Total,Total,Malta,2015,4.8
Below 60%,Total,Total,Malta,2016,5.7
Below 60%,Total,Total,Malta,2017,5.6
Below 60%,Total,Total,Malta,2018,5.6
Below 60%,Total,Total,Malta,2019,9.2
Below 60%,Total,Total,Malta,2020,9.8
Below 60%,Total,Total,Malta,2021,12.2
Below 60%,Total,Total,Malta,2022,12.1
Below 60%,Total,Total,Malta,2023,24.8
Below 60%,Total,Total,Malta,2024,25.3
Below 60%,Total,Total,Malta,2025,23.0
Below 60%,Total,Total,Netherlands,2005,56.9
Below 60%,Total,Total,Netherlands,2006,55.9
Below 60%,Total,Total,Netherlands,2007,60.0
Below 60%,Total,Total,Netherlands,2008,46.2
Below 60%,Total,Total,Netherlands,2009,43.3
Below 60%,Total,Total,Netherlands,2010,43.4
Below 60%,Total,Total,Netherlands,2011,42.8
Below 60%,Total,Total,Netherlands,2012,46.6
Below 60%,Total,Total,Netherlands,2013,48.3
Below 60%,Total,Total,Netherlands,2014,51.1
Below 60%,Total,Total,Netherlands,2015,51.4
Below 60%,Total,Total,Netherlands,2016,42.9
Below 60%,Total,Total,Netherlands,2017,40.9
Below 60%,Total,Total,Netherlands,2018,40.6
Below 60%,Total,Total,Netherlands,2019,39.6
Below 60%,Total,Total,Netherlands,2020,33.3
Below 60%,Total,Total,Netherlands,2021,34.1
Below 60%,Total,Total,Netherlands,2022,41.2
Below 60%,Total,Total,Netherlands,2023,34.5
Below 60%,Total,Total,Netherlands,2024,27.9
Below 60%,Total,Total,Netherlands,2025,29.9
Below 60%,Total,Total,Austria,2004,36.7
Below 60%,Total,Total,Austria,2005,27.4
Below 60%,Total,Total,Austria,2006,29.1
Below 60%,Total,Total,Austria,2007,31.4
Below 60%,Total,Total,Austria,2008,38.1
Below 60%,Total,Total,Austria,2009,41.3
Below 60%,Total,Total,Austria,2010,36.6
Below 60%,Total,Total,Austria,2011,36.9
Below 60%,Total,Total,Austria,2012,37.0
Below 60%,Total,Total,Austria,2013,39.1
Below 60%,Total,Total,Austria,2014,36.7
Below 60%,Total,Total,Austria,2015,34.8
Below 60%,Total,Total,Austria,2016,38.8
Below 60%,Total,Total,Austria,2017,40.3
Below 60%,Total,Total,Austria,2018,36.5
Below 60%,Total,Total,Austria,2019,40.8
Below 60%,Total,Total,Austria,2020,37.1
Below 60%,Total,Total,Austria,2021,31.1
Below 60%,Total,Total,Austria,2022,38.8
Below 60%,Total,Total,Austria,2023,32.9
Below 60%,Total,Total,Austria,2024,35.5
Below 60%,Total,Total,Austria,2025,32.1
Below 60%,Total,Total,Poland,2005,46.5
Below 60%,Total,Total,Poland,2006,35.2
Below 60%,Total,Total,Poland,2007,33.1
Below 60%,Total,Total,Poland,2008,32.1
Below 60%,Total,Total,Poland,2009,28.3
Below 60%,Total,Total,Poland,2010,30.5
Below 60%,Total,Total,Poland,2011,35.7
Below 60%,Total,Total,Poland,2012,36.1
Below 60%,Total,Total,Poland,2013,33.5
